Academic Vocabulary List - Core Academic Words
Source file: acadCore.xlsx
Each entry contains rank, word, part of speech, academic frequency, ratio, dispersion, and range.

Rank 1: study (n). Academic frequency: 137208; ratio: 2.5235099227903999; dispersion: 0.92650893496804898; range: 8.
Rank 1691: manifest (j). Academic frequency: 826; ratio: 2.2774113509305001; dispersion: 0.91513539283535295; range: 8.
Rank 1692: disproportionate (j). Academic frequency: 826; ratio: 1.8363888353534901; dispersion: 0.92559526902828204; range: 8.
Rank 1693: anecdotal (j). Academic frequency: 826; ratio: 1.8965983053650799; dispersion: 0.92645682208622804; range: 8.
Rank 1694: scientifically (r). Academic frequency: 826; ratio: 1.84694279417736; dispersion: 0.908431676167337; range: 8.
Rank 1695: eradicate (v). Academic frequency: 825; ratio: 1.56236388685818; dispersion: 0.92577137009460497; range: 8.
Rank 1696: emulate (v). Academic frequency: 820; ratio: 1.51440025442823; dispersion: 0.92964920513948401; range: 9.
Rank 1697: approximate (v). Academic frequency: 819; ratio: 2.3448906733564598; dispersion: 0.92886885558426402; range: 8.
Rank 1698: manufacture (n). Academic frequency: 818; ratio: 1.8757692892167499; dispersion: 0.90256896148952703; range: 8.
Rank 1699: overlapping (j). Academic frequency: 811; ratio: 2.0608044865509298; dispersion: 0.929649832469153; range: 9.
Rank 1700: refinement (n). Academic frequency: 811; ratio: 1.92920420004564; dispersion: 0.90348263090910597; range: 8.
Rank 1701: geometric (j). Academic frequency: 808; ratio: 1.70747363658676; dispersion: 0.86958871275081495; range: 7.
Rank 1702: positioning (n). Academic frequency: 805; ratio: 1.9739349083903099; dispersion: 0.86742792387201395; range: 7.
Rank 1703: inadequacy (n). Academic frequency: 803; ratio: 2.2712244518735201; dispersion: 0.92712418977521904; range: 8.
Rank 1704: workload (n). Academic frequency: 803; ratio: 2.0889865315151699; dispersion: 0.81898879912739597; range: 7.
Rank 1705: stated (j). Academic frequency: 802; ratio: 1.9447882843063999; dispersion: 0.93107956500203304; range: 9.
Rank 1706: decreasing (j). Academic frequency: 801; ratio: 2.4755275319130399; dispersion: 0.90378021035251599; range: 8.
Rank 1707: reciprocity (n). Academic frequency: 800; ratio: 2.8526182329699599; dispersion: 0.89393512933087105; range: 8.
Rank 1708: stationary (j). Academic frequency: 800; ratio: 1.79683842512925; dispersion: 0.85417201721961; range: 7.
Rank 1709: remedy (v). Academic frequency: 800; ratio: 1.7662491202878301; dispersion: 0.92725776615837496; range: 9.
Rank 1710: urbanization (n). Academic frequency: 800; ratio: 2.9332681725408398; dispersion: 0.864471488135928; range: 7.
Rank 1711: merit (v). Academic frequency: 794; ratio: 1.67183497985008; dispersion: 0.943913056914649; range: 9.
Rank 1712: geographically (r). Academic frequency: 794; ratio: 2.1960991875913698; dispersion: 0.91966789237602597; range: 9.
Rank 1713: lecturer (n). Academic frequency: 792; ratio: 1.79151059026404; dispersion: 0.88380754703590303; range: 8.
Rank 1714: innate (j). Academic frequency: 790; ratio: 1.7927771976453599; dispersion: 0.92135124665232004; range: 8.
Rank 1715: responsiveness (n). Academic frequency: 790; ratio: 2.8966023203840798; dispersion: 0.86456973491404998; range: 8.
Rank 1716: targeted (j). Academic frequency: 790; ratio: 2.0221163859406399; dispersion: 0.92110441164577905; range: 9.
Rank 1717: accelerated (j). Academic frequency: 789; ratio: 1.98046854988231; dispersion: 0.898052927294131; range: 9.
Rank 1718: completed (j). Academic frequency: 788; ratio: 1.84812594655382; dispersion: 0.91727053606715403; range: 8.
Rank 1719: elaboration (n). Academic frequency: 786; ratio: 2.8819359795213799; dispersion: 0.90004679196187598; range: 8.
Rank 1720: subtract (v). Academic frequency: 785; ratio: 1.8036399419697799; dispersion: 0.90929083577597503; range: 9.
Rank 1721: intrinsically (r). Academic frequency: 784; ratio: 2.6993566201386199; dispersion: 0.90278441686183697; range: 8.
Rank 1722: permeate (v). Academic frequency: 782; ratio: 1.62603474163838; dispersion: 0.92699222484834098; range: 8.
Rank 1723: dissolution (n). Academic frequency: 782; ratio: 2.2799687801157602; dispersion: 0.86635359247324795; range: 7.
Rank 1724: ancestry (n). Academic frequency: 781; ratio: 1.88213414730768; dispersion: 0.87375345648812996; range: 8.
Rank 1725: prominently (r). Academic frequency: 776; ratio: 1.6135587717536899; dispersion: 0.92500502066201196; range: 8.
Rank 1726: fruitful (j). Academic frequency: 776; ratio: 2.2073379135931801; dispersion: 0.920864786215709; range: 8.
Rank 1727: integrative (j). Academic frequency: 776; ratio: 3.0530707546440499; dispersion: 0.87664512339010603; range: 8.
Rank 1728: logically (r). Academic frequency: 773; ratio: 2.1245904277788799; dispersion: 0.92870132473123301; range: 8.
Rank 1729: receptive (j). Academic frequency: 771; ratio: 1.6322400406459201; dispersion: 0.93525577484281797; range: 9.
Rank 1730: small-scale (j). Academic frequency: 769; ratio: 2.14901983197639; dispersion: 0.87420243925993701; range: 8.
Rank 1731: prophecy (n). Academic frequency: 768; ratio: 1.50319746259667; dispersion: 0.86926924792432203; range: 7.
Rank 1732: polarization (n). Academic frequency: 768; ratio: 2.4469702098138701; dispersion: 0.85140122881186397; range: 7.
Rank 1733: omission (n). Academic frequency: 768; ratio: 1.8419316853325001; dispersion: 0.92907086094661895; range: 8.
Rank 1734: supplemental (j). Academic frequency: 767; ratio: 1.74624100891058; dispersion: 0.908670375806645; range: 9.
Rank 1735: locale (n). Academic frequency: 766; ratio: 1.5946593833671201; dispersion: 0.91679021244440995; range: 9.
Rank 1736: clarification (n). Academic frequency: 765; ratio: 2.0065284598820501; dispersion: 0.93301786600123704; range: 8.
Rank 1737: imperfect (j). Academic frequency: 762; ratio: 1.6739088627977501; dispersion: 0.91394257742472595; range: 8.
Rank 1738: micro (n). Academic frequency: 762; ratio: 1.8856612913778199; dispersion: 0.84803289420344197; range: 8.
Rank 1739: further (v). Academic frequency: 760; ratio: 2.0330080592342799; dispersion: 0.93745741280995099; range: 8.
Rank 1740: ensuing (j). Academic frequency: 760; ratio: 1.58594013679242; dispersion: 0.92923597172050598; range: 9.
Rank 1741: impart (v). Academic frequency: 758; ratio: 1.5817666101166501; dispersion: 0.92995131790378105; range: 9.
Rank 1742: impediment (n). Academic frequency: 757; ratio: 1.8420450193848299; dispersion: 0.92661494642256004; range: 9.
Rank 1743: purchasing (n). Academic frequency: 757; ratio: 1.6808514793245199; dispersion: 0.89722415177210302; range: 9.
Rank 1744: Anglo (j). Academic frequency: 756; ratio: 1.9652570111461001; dispersion: 0.82636624647638801; range: 7.
Rank 1745: rigor (n). Academic frequency: 756; ratio: 1.5889562989278501; dispersion: 0.93225058349479795; range: 9.
Rank 1746: unintended (j). Academic frequency: 756; ratio: 1.6765048727129801; dispersion: 0.91929085314813797; range: 8.
Rank 1747: wherein (r). Academic frequency: 756; ratio: 2.24149127350872; dispersion: 0.92921839475266699; range: 8.
Rank 1748: informative (j). Academic frequency: 754; ratio: 1.82712665484557; dispersion: 0.91903770360272297; range: 8.
Rank 1749: localized (j). Academic frequency: 753; ratio: 2.5499965448461199; dispersion: 0.889592809758878; range: 8.
Rank 1750: endemic (j). Academic frequency: 753; ratio: 2.2064405249965602; dispersion: 0.88241190181503204; range: 8.
Rank 1751: unresolved (j). Academic frequency: 752; ratio: 1.7278181354920701; dispersion: 0.91978113008650697; range: 8.
Rank 1752: relegate (v). Academic frequency: 751; ratio: 1.5879790154643401; dispersion: 0.92980274348756398; range: 8.
Rank 1753: enlightened (j). Academic frequency: 746; ratio: 1.77578878667851; dispersion: 0.91846608540379904; range: 9.
Rank 1754: compatibility (n). Academic frequency: 745; ratio: 2.5327026372069099; dispersion: 0.84517794487622599; range: 8.
Rank 1755: instructive (j). Academic frequency: 745; ratio: 2.12433527387876; dispersion: 0.93470452843066199; range: 9.
Rank 1756: incidental (j). Academic frequency: 744; ratio: 2.22285164457521; dispersion: 0.81672964567093598; range: 8.
Rank 1757: contrasting (j). Academic frequency: 744; ratio: 2.0626936876026498; dispersion: 0.91437110102388697; range: 8.
Rank 1758: intolerance (n). Academic frequency: 743; ratio: 1.6938024339591; dispersion: 0.85870291607345195; range: 7.
Rank 1759: penetration (n). Academic frequency: 742; ratio: 1.88684019584619; dispersion: 0.92332751234719501; range: 8.
Rank 1760: intimately (r). Academic frequency: 741; ratio: 1.5353120478102; dispersion: 0.92790680999078001; range: 8.
Rank 1761: concentrated (j). Academic frequency: 741; ratio: 1.66538983363237; dispersion: 0.91548816236012398; range: 9.
Rank 1762: suggestive (j). Academic frequency: 741; ratio: 1.8259516965511899; dispersion: 0.92263288449601299; range: 8.
Rank 1763: spontaneously (r). Academic frequency: 741; ratio: 1.9686474664637601; dispersion: 0.93053485013833004; range: 8.
Rank 1764: stratum (n). Academic frequency: 739; ratio: 2.1745161201994101; dispersion: 0.88763221906581502; range: 8.
Rank 1765: vignette (n). Academic frequency: 739; ratio: 2.1581936472371099; dispersion: 0.85529161332405801; range: 7.
Rank 1766: bonding (n). Academic frequency: 738; ratio: 1.5245856012721699; dispersion: 0.87748372435616195; range: 9.
Rank 1767: biomedical (j). Academic frequency: 737; ratio: 2.2113718982650798; dispersion: 0.85221141765420805; range: 7.
Rank 1768: usable (j). Academic frequency: 737; ratio: 1.9403541393047801; dispersion: 0.87986771661924901; range: 9.
Rank 1769: neutrality (n). Academic frequency: 736; ratio: 2.2274584411360299; dispersion: 0.89121622099628395; range: 7.
Rank 1770: egalitarian (j). Academic frequency: 735; ratio: 2.4534488346171699; dispersion: 0.89193650684158399; range: 7.
Rank 1771: chiefly (r). Academic frequency: 734; ratio: 1.9052381309358399; dispersion: 0.93068374448705804; range: 9.
Rank 1772: academia (n). Academic frequency: 732; ratio: 1.88329394626782; dispersion: 0.91884751315095803; range: 9.
Rank 1773: extant (j). Academic frequency: 732; ratio: 2.9529528351042602; dispersion: 0.91361159233051603; range: 8.
Rank 1774: dissatisfied (j). Academic frequency: 732; ratio: 1.69521366459689; dispersion: 0.88743100847212197; range: 9.
Rank 1775: resultant (j). Academic frequency: 732; ratio: 2.83849729885991; dispersion: 0.89298312372119804; range: 8.
Rank 1776: differential (n). Academic frequency: 731; ratio: 2.3080806780789298; dispersion: 0.88459546429115099; range: 8.
Rank 1777: interrelated (j). Academic frequency: 731; ratio: 2.94213962297647; dispersion: 0.93160838668328805; range: 8.
Rank 1778: professionalism (n). Academic frequency: 730; ratio: 1.8115945309061401; dispersion: 0.89464696282900302; range: 8.
Rank 1779: reorganization (n). Academic frequency: 729; ratio: 1.7120444629292999; dispersion: 0.90366207462623904; range: 9.
Rank 1780: invaluable (j). Academic frequency: 726; ratio: 1.6274990573525501; dispersion: 0.93366412368417795; range: 9.
Rank 1781: contributing (j). Academic frequency: 726; ratio: 1.7629358721114301; dispersion: 0.90748014436524205; range: 9.
Rank 1782: compulsory (j). Academic frequency: 723; ratio: 2.3247463369529502; dispersion: 0.90374886968882095; range: 8.
Rank 1783: affiliate (v). Academic frequency: 723; ratio: 1.53154794975303; dispersion: 0.92763575086495798; range: 9.
Rank 1784: presuppose (v). Academic frequency: 720; ratio: 2.8487502760439001; dispersion: 0.890185862390236; range: 7.
Rank 1785: fabricate (v). Academic frequency: 718; ratio: 1.6638920030025901; dispersion: 0.83845549130544195; range: 8.
Rank 1786: standardize (v). Academic frequency: 718; ratio: 2.5191791748866899; dispersion: 0.91258040219308401; range: 9.
Rank 1787: repetitive (j). Academic frequency: 717; ratio: 1.61041643852209; dispersion: 0.92451270771106997; range: 8.
Rank 1788: seminal (j). Academic frequency: 715; ratio: 1.9111725571709901; dispersion: 0.91812747303855302; range: 8.
Rank 1789: embedded (j). Academic frequency: 715; ratio: 2.4004180727650999; dispersion: 0.86417343090871801; range: 8.
Rank 1790: simulated (j). Academic frequency: 714; ratio: 1.88263137124475; dispersion: 0.83152254766866895; range: 8.
Rank 1791: far-reaching (j). Academic frequency: 713; ratio: 1.81046618718786; dispersion: 0.92780200771896504; range: 9.
Rank 1792: aforementioned (j). Academic frequency: 713; ratio: 2.0980108169177001; dispersion: 0.92888464105139801; range: 8.
Rank 1793: concomitant (j). Academic frequency: 713; ratio: 3.0746710247931799; dispersion: 0.92741730890070395; range: 8.
Rank 1794: diffuse (j). Academic frequency: 711; ratio: 2.5879726552703901; dispersion: 0.87164362121794203; range: 8.
Rank 1795: reliably (r). Academic frequency: 710; ratio: 1.9920898281163; dispersion: 0.89684125531067804; range: 9.
Rank 1796: uniformly (r). Academic frequency: 710; ratio: 1.9138784491833301; dispersion: 0.90407605912684397; range: 8.
Rank 1797: deplete (v). Academic frequency: 709; ratio: 1.6184005975281499; dispersion: 0.87827333625887305; range: 8.
Rank 1798: divergence (n). Academic frequency: 708; ratio: 2.8860592872260802; dispersion: 0.89761312668058302; range: 8.
Rank 1799: stipulate (v). Academic frequency: 708; ratio: 1.8418461573010401; dispersion: 0.920557275064803; range: 9.
Rank 1800: biased (j). Academic frequency: 707; ratio: 1.73727953603245; dispersion: 0.92720782094622001; range: 8.
Rank 1801: provisional (j). Academic frequency: 707; ratio: 1.7132341445302699; dispersion: 0.85754372022818504; range: 8.
Rank 1802: preferential (j). Academic frequency: 706; ratio: 2.0363441103503002; dispersion: 0.84673782352236504; range: 8.
Rank 1803: negligible (j). Academic frequency: 706; ratio: 2.1256420893940402; dispersion: 0.88782884111399296; range: 9.
Rank 1804: oppressed (j). Academic frequency: 706; ratio: 2.0635406927923698; dispersion: 0.87792077679456904; range: 7.
Rank 1805: ramification (n). Academic frequency: 705; ratio: 1.56539008312257; dispersion: 0.94240330865737798; range: 8.
Rank 1806: intermediary (n). Academic frequency: 705; ratio: 1.98282743862192; dispersion: 0.86615890431558895; range: 8.
Rank 1807: condition (v). Academic frequency: 705; ratio: 1.82725400524374; dispersion: 0.93075780025576105; range: 8.
Rank 1808: ethnically (r). Academic frequency: 705; ratio: 2.1117366647427702; dispersion: 0.87953579341550803; range: 8.
Rank 1809: sequencing (n). Academic frequency: 705; ratio: 2.7008973316020701; dispersion: 0.82186440481141099; range: 8.
Rank 1810: attractiveness (n). Academic frequency: 704; ratio: 2.55188257992062; dispersion: 0.84041907054627296; range: 8.
Rank 1811: adherent (n). Academic frequency: 701; ratio: 2.2396111364602298; dispersion: 0.91408415830304302; range: 8.
Rank 1812: unfavorable (j). Academic frequency: 696; ratio: 2.1027660579426701; dispersion: 0.89639847332361799; range: 8.
Rank 1813: typology (n). Academic frequency: 692; ratio: 3.3984565296376901; dispersion: 0.87125353494302504; range: 7.
Rank 1814: propagate (v). Academic frequency: 692; ratio: 2.0379306186977901; dispersion: 0.85538615245332295; range: 7.
Rank 1815: in-house (j). Academic frequency: 690; ratio: 1.5350040202476101; dispersion: 0.89972531936827305; range: 9.
Rank 1816: heterogeneity (n). Academic frequency: 689; ratio: 3.2514753894727302; dispersion: 0.89114422575929397; range: 8.
Rank 1817: preferable (j). Academic frequency: 689; ratio: 1.65928111347233; dispersion: 0.94216357801047401; range: 9.
Rank 1818: decentralized (j). Academic frequency: 689; ratio: 2.5105044110184802; dispersion: 0.90252569517278702; range: 9.
Rank 1819: transcription (n). Academic frequency: 689; ratio: 2.31535003741724; dispersion: 0.86488436557019399; range: 7.
Rank 1820: diffuse (v). Academic frequency: 688; ratio: 2.11509495180667; dispersion: 0.90852684575444898; range: 8.
Rank 1821: multidisciplinary (j). Academic frequency: 686; ratio: 2.9258099541362399; dispersion: 0.89563137908022405; range: 8.
Rank 1822: interdependent (j). Academic frequency: 684; ratio: 2.8479034418358; dispersion: 0.89267090748366495; range: 8.
Rank 1823: diversification (n). Academic frequency: 684; ratio: 2.4119705887048402; dispersion: 0.88031263816342897; range: 8.
Rank 1824: third-party (j). Academic frequency: 682; ratio: 1.74185530038072; dispersion: 0.86591090348742505; range: 8.
Rank 1825: consequent (j). Academic frequency: 681; ratio: 2.9151369534731; dispersion: 0.93252315220450799; range: 8.
